posterior_mu,generation,estimated_p_theta,FrequencyPer350Mil,WordA,WordB,RelFreq,GenPref
0.7187626349832422,500,0.7187626349832422,6,20s,30s,1,0.840394712434976
0.7189934984454782,500,0.7189934984454782,6,20s,30s,1,0.840394712434976
0.8996774004533377,500,0.8996774004533377,6,20s,30s,1,0.840394712434976
0.8996774004533377,500,0.8996774004533377,6,20s,30s,1,0.840394712434976
0.7798333338284337,500,0.7798333338284337,6,20s,30s,1,0.840394712434976
0.8405415871515715,500,0.8405415871515715,6,20s,30s,1,0.840394712434976
0.8996774004533377,500,0.8996774004533377,6,20s,30s,1,0.840394712434976
0.8996774004533377,500,0.8996774004533377,6,20s,30s,1,0.840394712434976
0.8409504315703037,500,0.8409504315703037,6,20s,30s,1,0.840394712434976
0.84211534842171,500,0.84211534842171,6,20s,30s,1,0.840394712434976
0.6122782422561811,500,0.6122782422561811,1,a.b.,m.a.,1,0.67148320052482
0.7009013166546048,500,0.7009013166546048,1,a.b.,m.a.,1,0.67148320052482
0.6122782422561811,500,0.6122782422561811,1,a.b.,m.a.,1,0.67148320052482
0.7009013166546048,500,0.7009013166546048,1,a.b.,m.a.,1,0.67148320052482
0.7009013166546048,500,0.7009013166546048,1,a.b.,m.a.,1,0.67148320052482
0.7009013166546048,500,0.7009013166546048,1,a.b.,m.a.,1,0.67148320052482
0.7009013166546048,500,0.7009013166546048,1,a.b.,m.a.,1,0.67148320052482
0.6122782422561811,500,0.6122782422561811,1,a.b.,m.a.,1,0.67148320052482
0.6122782422561811,500,0.6122782422561811,1,a.b.,m.a.,1,0.67148320052482
0.7009013166546048,500,0.7009013166546048,1,a.b.,m.a.,1,0.67148320052482
0.7906433746305737,500,0.7906433746305737,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7906433746305737,500,0.7906433746305737,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7906433746305737,500,0.7906433746305737,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7906433746305737,500,0.7906433746305737,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7906433746305737,500,0.7906433746305737,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7906433746305737,500,0.7906433746305737,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7029815351106413,500,0.7029815351106413,1,abasement,humiliation,0.470046082949309,0.770008508566654
